id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
589618652658707583,2123070,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Lovely 1 bedroom flat in Eaux-vives,"A lovely arty and recently renovated flat in the wonderful area of Eaux-vives. <br />Lots of nice restaurants, bars nearby and geneva beaches aka “Geneve Plage” only 7 minutes away. <br />Grocery stores are located within 5 mns walking distance (Migros, lidl..)",2,1.0,1.0,1.0,166.0
595533062160825301,3528377,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Luxurious 80Sqm Apartment - Champel,"Enjoy a stylish experience at this centrally-located place. Luxurious apartment in the heart of Champel.<br />The apartment is in a calm residence and has been fully renovated and furnished with taste in 2022 .<br />The apartment offers a large living room, one spacious bedroom, one bathrooms and a comfortable dinning room.<br />Close to the city center in the greenery.",4,1.0,1.0,2.0,137.0
596325283538749934,31307191,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",03 Studio Centre-ville Cornavin,"Beautifully furnished and decorated apartment, next to Cornavin train station, downtown, various restaurants and shops, the Manor shopping center is just across the street. Lake Geneva and the Old Town are a 10-minute walk away.",2,1.0,1.0,1.0,112.0
596334163047305530,452406873,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",011 Appartement centre-ville de Genève,"Discover our charming independent studio in the heart of Geneva, a short walk to Cornavin train station. Surrounded by restaurants, shops, and Manor shopping mall, you'll enjoy an ideal location. Lake Geneva and the Old Town are a 10-minute walk away. Carefully furnished, this modern and stylish studio offers all the comforts for a memorable stay. Book now and have an unique experience in our downtown retreat!",2,1.0,1.0,1.0,103.0
597012816458030071,90458818,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Home is where everything starts from,"The light is what guides you home, the warmth is what keeps you there… Cosy flat in Champel, a residential area in Geneva’s center close to bus stops, train, restaurants, bars, pharmacies, HUG, parcs.<br />Leman Express is 1 min walk, Parc Bertrand is 1min walk and the closest restaurants and bars are a few steps away.<br />Entrance, kitchen open in the living room, 1 large bedroom, 1 bathroom, 1 toilet, 1 balcony.",4,1.5,1.0,4.0,116.0
608396400194886619,4425821,Shared room in rental unit,Shared room,1.5 shared baths,"Genève, Switzerland",Sofa-bed in a cosy shared bedroom for 1 guest only,"We will share the same bedroom and same bathroom (which is the private bathroom of the bedroom).<br /><br />No worries, you will feel comfortable and at ease. I'm never in my bedroom except to sleep.<br /><br />Just, if you snore, I'd ask you to book somewherelse ;-).<br /><br />ps : I don't snore at all",1,1.5,1.0,1.0,53.0
612288879963616014,452406873,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",71 Room private chambre privé Centre-ville Genève,"Discover our comfortable room equipped with a cozy bed, a desk and a great internet connection to cater for your every need. Also take advantage of self check-in for flexibility. Relax in our comfortable bedroom and enjoy modern, well-equipped bathroom. Whether you're in town for business or a vacation, our room is the perfect place to rest and unwind.",1,1.0,1.0,1.0,59.0
612312227832942158,452406873,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",72 Room private Chambre privé centre-ville  Genève,"Discover our cozy room with a cozy bed, desk, balcony and great internet connection to accommodate all your needs. Also take advantage of self check-in for flexibility. Relax in our comfortable bedroom and enjoy modern, well-equipped bathroom. Whether you're in town for business or a vacation, our room is the perfect place to rest and unwind.",1,1.0,1.0,1.0,58.0
619172141572079073,21035275,Entire condo,Entire home/apt,3 baths,"Genève, Switzerland","Modern, sunny 4br family apartment with parking","Recently renovated large, sunny, modern apartment in calm, leafy Champel, near old town and 150m from metro and buses. <br />Combines spacious, family friendly apartment in a wonderful neighbourhood with great selection of amenities - parks, shops and restaurants in walking distance. It's centrally located: 15m walk to the lake + excellent transport links close by. <br />Current occupants are leaving for the summer, so you can use kids toys, books etc. plus secure parking.<br />We can give recommendations!",5,3.0,4.0,5.0,407.0
625120584424575136,6832493,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Genève, bel appartement à deux pas des Nations","Spacious and stylish apartment located in the Nations district 5 minutes from the UN. In just 15 minutes you are at Cornavin train station, airport, central Geneva and waterfront by the lake! The apartment, located on the 3rd floor (with elevator), is spacious (130 m2) and nicely decorated. Great for a person or couple coming to work or do sightseeing in Geneva!",2,1.0,1.0,1.0,190.0
633804867799448365,12766121,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Luminous Large Room in Apartment in Eaux-Vives,"In the heart of Geneva's Eaux Vives district, located in the business, restaurant and shopping area, the room is ideally placed at 5 minutes walk from the Jet d'Eau.<br /><br />Direct access to commercial center of Eaux-Vives, and suitably close to all amenities (cinema, cafes, bars, public transport)<br /><br />The renovated apartment is situated in a traditional apartment building<br />The flat is recently refurbished with all modern comforts and amenities. Guests will appreciate the wooden floors and high ceilings",2,1.0,1.0,1.0,64.0
634572962022156471,12766121,Private room in rental unit,Private room,1 bath,"Genève, Switzerland",Bright Room nearby Lake Beach Parc and City Center,"This practical 14m2 bright room is conveniently located in the heart of the city in the neighborhood of Eaux Vives. It offers numerous green areas and a direct access to the lake  <br /><br />The room is placed in the most exuberant and convivial district of the city. It is a very practical choice as everything is reached within walking distance <br /><br />This comfortable private room comes with large windows, traditional wooden floors and high ceilings.",2,1.0,1.0,1.0,68.0
634655109819595630,25463887,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Beautiful 1 bedroom apartment in Geneva center.,"Charming 1-bedroom apartment for rent in Geneva's city center, a short walk from shops, transport, and the lake. This 110 sqm flat features upscale furniture, a fully-equipped kitchen with dining area, office, bathroom, and living room. Enjoy the expansive balcony with stunning views and a sun lounger. Ideal for long-term stays. <br />Inquire about discounts or special offers.",2,1.0,1.0,0.0,343.0
637268892651275009,458622100,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Beautiful and cozy one bedroom apartment,"Welcome to my beautiful 1 bedroom apartment in Plainpalais area! The apartment is fully furnished and very comfortable, cozy and sunny. It is located next to tram station Blanche (lines 18 and 12).",1,1.0,1.0,1.0,76.0
639043358309833830,48450653,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cocoon au centre de Genève,"Warm apartment located in the city center of Geneva with high-speed internet access that can accommodate up to 4 people, close to transport, shops, bars and restaurants.",4,1.0,2.0,3.0,200.0
639618114608752776,347969172,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cozy Loft in Geneva Center Area,"If you are traveling for work or enjoying the city, this unique and cozy loft is the right place. It's centrally located but in a very peaceful area, only 5 minutes from Gare Cornavin local train station and 15  minutes from the lake. It's fully equipped so that you won't be missing anything. You will find sports equipment in the flat, a blender for smoothies, a toaster and soda stream machine in the kitchen, a high-speed internet connection, and a responsive and helpful host :)",2,1.0,1.0,1.0,110.0
641112282268687795,452406873,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",70 Chambre Privée - Centre-ville Genève,"Discover our comfortable room equipped with a cozy bed, a desk and a great internet connection to cater for your every need. Also take advantage of self check-in for flexibility. Relax in our comfortable bedroom and enjoy modern, well-equipped bathroom. Whether you're in town for business or a vacation, our room is the perfect place to rest and unwind.",1,1.0,1.0,1.0,55.0
645445299259662472,95155626,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Private room in front of the lake (jet d’eau),"Nice view of the lake <br />Close to the best restaurants and bars <br />Best neighbourhood - Eaux Vives <br />You can do everything by walking<br /><br />PS: I have two adorable cats. They just basically sleep and stay in their own space. They are definitely low profile, don’t like to bother or be bothered ☺️",2,1.0,0.0,1.0,105.0
647847753739624796,259807373,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Apartamento,"Small apartment , comfortable , 1 minute from supermarkets ,restaurants , pizzeria , bars .<br />5 minutes to museums , theaters , universities .<br />Public transport passes in front of it,this makes your stay easier, but it may be a little noisy for you who have a light sleep, and it comes to rest . 5 minutes in the center ,where most of the shops are licalized. The 10 minutes of the carouge neighborhood ( neighborhood of bohemia) the apartment is well located ,being able  to do all these programs on foot .",2,1.0,1.0,2.0,96.0
648048260941838371,16652629,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",My Geneva pied à terre.,"Flat in a vibrant part of Genève.  Building renovated in 2015, 57 m2 area 1 bedroom fully equipped ; kitchen, wifi, & an entertainment system.  In the middle of Rue Terrassière, surrounded with small boutiques, restaurants, bars & food markets. Less than 10 minutes walk to downtown, the old town and the lake. Tram stop at door connecting to all other routes. Host available to answer any question during your stay.",3,1.0,1.0,1.0,139.0
653637302902404527,86808757,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Christine apartment,"This special place with lots of natural light has offers each guest the unique experience of visiting Geneva.  <br />-35 min from the airport <br />-10 min from the historic center <br />- 15 min from Jet d’eau<br />The apartment is ideally located for visiting Geneva on foot.  <br />In the area there are restaurants with all kinds of specifics, ice cream places, supermarkets and 5 minutes from the apartment there are local produce markets in Plainepalais.  <br />The Carouge district, a jewel of Geneva, is a 10-min by foot.",3,1.0,1.0,1.0,110.0
655633193128626584,3528377,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Charming & Well Located Studio - Charmilles,"Stylish flat in downtown Geneva - Ideal for a business traveler or a couple.<br />Central and close to all amenities - restaurants, shopping, lake, public transport, supermarket, art galleries, monuments to visit, museums and so much more.",2,1.0,1.0,1.0,105.0
